Age,Gender,Country,City_Tier,Monthly_Income,Occupation,Fitness_Enthusiast,Shoes_Per_Year,Preferred_Shoe_Types,Interested_in_Customization,Preferred_Customization_Level,Interest_AI_Style_Advisor,Interest_AR_TryOn,Interest_Limited_Edition,Interest_Eco_Friendly,Interest_Single_Pair_Manufacturing,Preferred_Materials,Willing_to_Pay_More_for_Sustainable,Max_Price_Willing_to_Pay,Difficulty_in_Finding_Size,Shoe_Size,Likelihood_to_Use_App,Purchased_Custom_Before,Importance_Brand,Importance_Comfort,Importance_Design,Importance_Price,Importance_Uniqueness,Try_on_Recommendation_By_Friend,Frustration_With_Online_Shoe_Buying,Buy_if_AR_Visualization,Participate_in_Design_Contests,App_Try_Timeline
49,Female,USA,Tier 1,1320.12,Professional,No,7,"Formal, Sports",No,Color only,5,3,5,2,2,"Vegan, Knit",Yes,126.79,No,11.9,2,No,5,1,5,2,3,Yes,Generic design,Yes,No,Never
28,Male,UK,Tier 1,1946.02,Student,Yes,2,"Ethnic, Boots, Sports",Yes,Material,5,1,3,2,5,"Leather, Knit",No,22.76,No,10.2,4,No,1,2,2,5,5,Maybe,Generic design,Yes,No,Immediately
32,Male,India,Tier 1,679.22,Student,Yes,5,"Casual, Sports, Ethnic",Yes,Sole type,5,2,2,1,5,"Canvas, Vegan",Yes,163.52,Yes,8.5,1,No,5,3,4,4,5,No,Long delivery time,Yes,Yes,Immediately
29,Male,USA,Tier 1,2200.4,Professional,No,3,"Sneakers, Boots, Ethnic",Yes,Full Design,5,4,1,2,2,"Recyclable materials, Canvas, Vegan",Yes,140.88,No,8.9,4,No,5,3,4,3,2,Maybe,Poor product information,No,Yes,Within 3 months
20,Male,India,Tier 1,279.56,Professional,Yes,5,Sports,No,Material,3,2,5,2,5,Canvas,Yes,108.85,No,7.8,5,No,4,5,1,2,1,Maybe,Generic design,No,Yes,Within 3 months
39,Female,USA,Tier 2,275.83,Professional,Yes,0,"Sports, Formal, Slippers",Yes,Full Design,5,1,2,1,5,"Leather, Vegan",No,142.51,Yes,10.3,5,No,3,3,3,5,3,Yes,Poor product information,Yes,Yes,Never
36,Other,Other,Tier 2,932.34,Professional,Yes,5,"Sports, Ethnic, Formal",Yes,Sole type,2,2,1,1,5,"Recyclable materials, Vegan",Yes,80.88,Yes,9.8,1,Yes,1,2,5,2,3,No,None of the above,Yes,Yes,Immediately
36,Male,India,Tier 1,854.21,Professional,Yes,2,"Sports, Boots",Yes,Color only,5,2,2,4,4,"Vegan, Knit",Yes,122.9,Yes,8.2,2,Yes,4,5,3,5,4,Yes,Generic design,No,Yes,Within a month
22,Male,India,Tier 2,768.89,Student,No,1,Boots,Yes,Full Design,3,5,3,3,1,"Recyclable materials, Canvas",No,151.79,No,7.4,5,Yes,1,1,1,4,2,No,Size mismatch,No,No,Immediately
41,Female,India,Tier 1,1213.02,Professional,No,1,"Sports, Boots, Slippers",No,Color only,1,4,3,4,5,"Knit, Canvas",Yes,20.0,Yes,7.0,2,No,4,4,3,1,5,Yes,Generic design,Yes,No,Immediately
18,Other,India,Tier 1,780.11,Student,Yes,4,"Ethnic, Boots",No,Full Design,2,1,5,5,1,"Knit, Canvas",Yes,102.11,Yes,10.5,2,Yes,2,5,3,3,2,No,Generic design,No,Yes,Immediately
34,Male,India,Tier 2,520.27,Student,No,1,"Boots, Casual, Ethnic",Yes,Full Design,1,3,4,5,3,"Knit, Recyclable materials",No,119.09,Yes,9.2,4,Yes,5,2,2,1,5,No,Long delivery time,Yes,Yes,Immediately
47,Female,India,Tier 2,755.44,Other,Yes,4,Ethnic,Yes,Material,3,5,5,2,4,"Vegan, Canvas, Recyclable materials",No,112.15,No,9.3,2,Yes,1,1,1,4,3,Yes,Size mismatch,Yes,No,Within a month
22,Male,UK,Tier 2,5727.59,Professional,Yes,4,"Casual, Formal, Slippers",No,Material,5,1,2,4,1,"Knit, Vegan",Yes,178.28,No,7.8,5,Yes,3,4,2,5,5,Yes,Size mismatch,Yes,Yes,Immediately
25,Male,USA,Tier 1,994.28,Entrepreneur,Yes,2,"Formal, Ethnic",Yes,Material,1,4,2,1,3,"Leather, Canvas",No,75.04,No,6.8,5,Yes,5,1,5,5,5,Yes,None of the above,No,No,Within 3 months
30,Prefer not to say,India,Tier 3,1082.4,Professional,Yes,3,"Casual, Sneakers, Slippers",Yes,Material,4,4,5,2,3,"Recyclable materials, Canvas, Knit",Yes,95.15,No,10.4,3,Yes,3,4,2,4,5,Maybe,None of the above,Yes,No,Within 3 months
25,Prefer not to say,Other,Tier 2,1488.96,Professional,Yes,3,Sports,Yes,Material,3,5,1,1,3,"Leather, Vegan, Knit",Yes,43.37,Yes,9.1,2,No,2,2,4,4,4,Yes,Poor product information,Yes,No,Immediately
17,Male,India,Tier 2,6342.19,Professional,No,7,"Boots, Slippers",Yes,Material,2,1,4,5,2,Vegan,Yes,180.41,No,10.4,3,Yes,4,1,3,3,5,Maybe,Size mismatch,Yes,Yes,Within 3 months
30,Prefer not to say,Other,Tier 2,614.82,Student,No,5,Sports,Yes,Sole type,1,3,5,1,3,"Leather, Vegan",Yes,110.15,No,8.4,4,No,1,2,4,5,2,Yes,Poor product information,Yes,Yes,Never
21,Female,India,Tier 3,1915.17,Student,Yes,5,"Formal, Boots, Casual",No,Color only,1,5,4,4,3,"Vegan, Canvas, Knit",Yes,102.46,Yes,8.6,3,Yes,3,2,4,4,3,Yes,Size mismatch,Yes,Yes,Within a month
33,Female,UAE,Tier 2,2088.09,Entrepreneur,Yes,2,Casual,Yes,Full Design,4,5,3,1,2,"Canvas, Knit",Yes,117.9,No,10.1,2,No,4,1,5,3,3,No,Poor product information,Yes,Yes,Immediately
22,Female,USA,Tier 2,1602.16,Professional,No,0,Formal,Yes,Full Design,1,5,3,1,3,"Canvas, Vegan, Recyclable materials",No,145.45,Yes,10.1,5,No,2,3,5,1,2,Maybe,Poor product information,Yes,No,Immediately
42,Female,UAE,Tier 3,339.12,Professional,No,3,"Casual, Formal",No,Material,4,2,5,1,2,Vegan,Yes,133.89,Yes,10.2,4,No,5,3,4,4,5,No,Long delivery time,Yes,Yes,Immediately
23,Female,Other,Tier 2,1894.56,Professional,No,4,"Slippers, Boots",Yes,Full Design,5,5,4,3,3,"Vegan, Recyclable materials, Knit",No,225.92,No,8.6,2,No,1,4,5,2,3,No,Size mismatch,Yes,Yes,Within a month
27,Female,India,Tier 1,299.36,Self-employed,Yes,7,"Casual, Boots, Ethnic",Yes,Material,2,4,5,4,4,"Vegan, Leather, Canvas",Yes,138.16,No,9.9,4,Yes,1,1,2,1,5,Maybe,Generic design,Yes,No,Immediately
36,Male,Other,Tier 2,1560.04,Student,No,3,Ethnic,Yes,Color only,2,3,4,4,4,"Recyclable materials, Leather, Vegan",No,101.39,Yes,10.7,1,Yes,1,1,1,5,3,Yes,Generic design,Yes,Yes,Within a month
20,Male,India,Tier 1,2218.2,Professional,Yes,5,"Casual, Ethnic, Sports",Yes,Sole type,1,4,4,5,1,Knit,Yes,97.55,No,8.8,2,No,4,1,2,2,5,Yes,Generic design,Yes,Yes,Immediately
31,Male,India,Tier 1,555.43,Professional,Yes,3,Casual,No,Material,4,4,2,2,1,Recyclable materials,Yes,104.29,No,8.2,1,No,3,1,5,4,3,Yes,Generic design,Yes,No,Within a month
40,Female,India,Tier 2,2964.16,Entrepreneur,Yes,5,Sports,No,Sole type,5,1,1,2,2,Recyclable materials,Yes,59.93,No,11.0,3,No,3,5,2,3,2,Yes,Generic design,Yes,Yes,Within a month
17,Male,USA,Tier 3,246.24,Other,Yes,3,"Boots, Formal, Casual",Yes,Full Design,5,4,5,4,3,"Vegan, Knit, Canvas",No,121.59,No,8.0,2,No,3,3,3,4,2,Maybe,Long delivery time,Yes,Yes,Immediately
31,Female,India,Tier 3,2985.05,Professional,Yes,3,"Boots, Formal",Yes,Full Design,2,3,3,2,3,Leather,No,151.34,No,9.9,1,No,4,2,4,4,4,No,Long delivery time,Yes,Yes,Within a month
32,Prefer not to say,USA,Tier 1,1125.19,Self-employed,Yes,3,"Casual, Formal, Slippers",Yes,Sole type,1,4,5,2,1,Knit,Yes,95.47,No,8.9,5,No,5,4,3,1,4,Yes,Size mismatch,No,Yes,Within a month
36,Male,USA,Tier 2,568.06,Self-employed,Yes,2,"Sneakers, Casual, Sports",No,Full Design,5,5,5,3,3,Recyclable materials,Yes,87.7,No,6.2,3,No,1,1,3,1,1,Maybe,Size mismatch,Yes,Yes,Within 3 months
20,Female,UK,Tier 1,415.42,Professional,No,1,Ethnic,Yes,Color only,3,3,1,3,2,"Recyclable materials, Canvas, Vegan",Yes,180.64,Yes,10.7,2,No,1,2,4,4,1,Maybe,Long delivery time,Yes,Yes,Within a month
19,Male,UAE,Tier 3,4796.25,Professional,Yes,6,"Slippers, Casual",Yes,Color only,5,1,3,5,1,"Vegan, Recyclable materials",No,62.94,No,5.0,2,Yes,3,2,3,3,1,Yes,Generic design,Yes,Yes,Within a month
34,Female,USA,Tier 3,313.16,Professional,Yes,5,Sports,Yes,Full Design,5,1,4,1,3,"Recyclable materials, Canvas, Vegan",No,37.29,No,6.0,5,No,5,1,5,2,5,Maybe,None of the above,Yes,Yes,Never
32,Male,India,Tier 2,533.02,Other,Yes,6,"Slippers, Formal",Yes,Material,5,5,5,2,2,Vegan,No,295.52,Yes,9.8,5,Yes,1,1,3,1,1,Yes,Poor product information,Yes,Yes,Within 3 months
32,Female,India,Tier 3,841.16,Student,No,4,"Casual, Formal, Sneakers",Yes,Material,3,4,2,1,3,Knit,No,58.38,No,9.8,1,No,4,4,3,5,5,Maybe,Size mismatch,Yes,Yes,Immediately
32,Female,India,Tier 2,1652.3,Entrepreneur,Yes,2,"Ethnic, Sneakers, Boots",Yes,Material,4,1,5,2,1,"Leather, Recyclable materials",No,135.45,Yes,8.0,1,No,4,2,4,2,5,Yes,Poor product information,No,Yes,Immediately
24,Other,India,Tier 2,1380.53,Professional,Yes,5,Sports,No,Sole type,4,3,1,3,5,"Canvas, Knit, Recyclable materials",Yes,105.57,No,9.2,1,No,4,1,2,2,2,No,Poor product information,Yes,Yes,Immediately
31,Female,India,Tier 1,401.4,Entrepreneur,Yes,6,Ethnic,Yes,Color only,4,4,2,4,1,"Vegan, Canvas",No,111.21,Yes,5.2,4,No,5,3,1,4,2,Yes,Generic design,Yes,Yes,Immediately
32,Female,India,Tier 1,713.16,Professional,No,6,Boots,No,Sole type,1,1,5,4,4,"Vegan, Knit, Canvas",No,166.12,No,10.1,3,Yes,5,2,4,1,2,Maybe,Long delivery time,Yes,Yes,Within a month
24,Female,Other,Tier 2,609.19,Professional,No,7,Slippers,Yes,Color only,1,2,2,4,4,Vegan,No,92.35,Yes,9.4,2,Yes,5,5,3,5,3,Yes,Generic design,No,No,Within a month
44,Female,USA,Tier 2,560.33,Self-employed,Yes,5,"Boots, Slippers",Yes,Color only,3,4,1,5,4,"Vegan, Knit, Leather",Yes,151.0,Yes,8.9,3,Yes,1,4,3,2,2,Yes,Size mismatch,Yes,Yes,Within 3 months
33,Female,India,Tier 1,994.36,Self-employed,Yes,2,Sneakers,No,Material,4,1,3,4,2,"Leather, Recyclable materials",Yes,180.45,No,9.0,5,No,4,5,2,3,4,No,Generic design,No,No,Immediately
20,Male,USA,Tier 3,2026.25,Self-employed,No,3,Sports,Yes,Material,2,2,5,5,4,Knit,Yes,101.77,No,9.7,3,No,2,5,5,2,4,No,Generic design,Yes,Yes,Within a month
35,Other,India,Tier 1,567.8,Student,Yes,4,"Casual, Sports",No,Full Design,4,4,5,4,1,"Leather, Canvas, Knit",No,149.48,No,9.0,3,No,1,2,5,1,4,Maybe,Generic design,No,Yes,Within a month
22,Female,USA,Tier 2,885.17,Professional,No,4,"Formal, Ethnic",No,Color only,3,2,2,1,4,Recyclable materials,Yes,110.33,Yes,6.2,1,No,5,4,2,4,5,Maybe,Generic design,Yes,No,Never
36,Female,USA,Tier 2,943.7,Student,Yes,2,Ethnic,Yes,Color only,5,4,4,2,2,Recyclable materials,Yes,156.96,No,12.3,5,No,2,5,5,1,3,Maybe,Generic design,Yes,No,Immediately
39,Male,USA,Tier 2,5823.36,Professional,Yes,5,Casual,Yes,Sole type,5,2,4,1,5,Knit,Yes,57.14,No,10.8,3,No,4,4,1,4,1,Yes,Poor product information,Yes,No,Immediately
23,Female,USA,Tier 2,4840.56,Professional,Yes,4,"Slippers, Sneakers, Boots",Yes,Material,1,4,5,1,5,"Vegan, Recyclable materials, Leather",Yes,54.18,No,7.1,2,No,4,4,5,1,4,Yes,Generic design,Yes,No,Immediately
37,Male,Other,Tier 1,2615.19,Professional,Yes,3,"Formal, Slippers, Ethnic",Yes,Color only,4,5,4,5,5,"Canvas, Recyclable materials",Yes,104.35,No,8.5,1,Yes,3,1,1,1,5,Yes,Generic design,No,No,Within a month
33,Female,UAE,Tier 1,614.93,Professional,No,4,Sneakers,Yes,Color only,2,4,3,5,1,"Vegan, Recyclable materials, Leather",Yes,84.44,No,8.6,3,No,1,5,3,2,5,Maybe,Size mismatch,Yes,Yes,Immediately
36,Male,USA,Tier 2,305.69,Other,No,6,Formal,Yes,Full Design,2,2,5,3,2,"Recyclable materials, Canvas, Vegan",No,99.33,No,10.6,5,Yes,4,1,2,5,4,Yes,Poor product information,Yes,Yes,Within 3 months
45,Female,USA,Tier 2,771.68,Student,Yes,3,"Casual, Sneakers, Formal",Yes,Sole type,4,5,5,3,4,"Vegan, Recyclable materials, Leather",No,111.22,No,5.8,2,No,2,3,5,5,3,Yes,Poor product information,No,Yes,Immediately
28,Prefer not to say,USA,Tier 1,665.49,Professional,No,2,"Formal, Ethnic",Yes,Material,4,3,1,4,1,"Canvas, Recyclable materials, Vegan",Yes,148.8,No,8.3,5,No,5,1,5,1,5,No,Size mismatch,Yes,Yes,Immediately
23,Male,India,Tier 2,1257.6,Professional,Yes,5,Sneakers,Yes,Material,1,5,5,2,5,"Leather, Recyclable materials, Knit",No,103.69,No,6.4,5,Yes,4,4,2,4,3,Yes,Long delivery time,Yes,Yes,Immediately
22,Prefer not to say,India,Tier 1,2455.78,Student,Yes,5,Slippers,No,Material,4,4,1,4,5,Knit,No,87.05,No,8.6,5,Yes,2,4,1,5,4,Yes,Poor product information,Yes,Yes,Within 3 months
23,Male,India,Tier 2,3131.31,Student,Yes,5,"Formal, Slippers",Yes,Material,5,5,3,4,2,"Canvas, Vegan",Yes,105.94,No,8.3,4,Yes,1,2,5,4,2,Maybe,Size mismatch,Yes,No,Within a month
29,Female,USA,Tier 3,2995.18,Self-employed,No,3,"Casual, Slippers",Yes,Sole type,4,4,3,4,1,Knit,Yes,89.23,Yes,9.1,2,Yes,4,2,4,1,3,Yes,Poor product information,No,Yes,Within 3 months
32,Female,USA,Tier 1,868.67,Self-employed,No,7,Formal,Yes,Full Design,5,5,3,5,1,"Vegan, Knit, Recyclable materials",Yes,82.64,No,8.1,5,No,1,5,4,3,3,No,Size mismatch,Yes,Yes,Immediately
32,Female,India,Tier 1,1943.45,Self-employed,No,3,Ethnic,No,Color only,3,2,5,4,1,"Recyclable materials, Vegan",Yes,55.48,No,7.9,4,Yes,5,5,3,5,5,Yes,Generic design,No,Yes,Immediately
36,Female,Other,Tier 2,762.77,Other,No,3,Sneakers,No,Full Design,1,5,2,4,2,"Leather, Knit, Canvas",No,122.78,No,9.9,1,Yes,4,1,2,3,2,Yes,Generic design,No,No,Within 3 months
30,Female,Other,Tier 2,294.26,Professional,No,2,"Casual, Sports",Yes,Color only,2,5,4,5,5,"Recyclable materials, Canvas",Yes,97.25,No,9.7,4,No,3,3,1,3,3,Maybe,Size mismatch,Yes,No,Immediately
41,Male,UK,Tier 2,2013.81,Professional,No,5,"Casual, Ethnic",No,Material,1,5,3,4,1,"Knit, Leather, Recyclable materials",Yes,158.65,No,9.8,1,No,1,5,2,3,1,Yes,None of the above,Yes,Yes,Immediately
27,Male,USA,Tier 3,214.81,Professional,No,3,"Sneakers, Ethnic, Boots",Yes,Color only,4,1,3,5,1,Knit,No,62.1,No,8.7,4,No,3,1,2,4,5,Yes,Size mismatch,Yes,Yes,Immediately
51,Female,UAE,Tier 3,989.37,Professional,No,4,"Sports, Slippers",No,Color only,1,1,3,4,3,Canvas,Yes,98.32,No,8.1,5,No,4,1,3,5,2,Maybe,Generic design,Yes,No,Immediately
35,Female,India,Tier 3,799.33,Professional,Yes,4,"Formal, Boots",Yes,Full Design,1,1,5,3,3,"Leather, Canvas",No,192.52,No,8.8,4,No,5,3,4,1,4,Yes,Long delivery time,Yes,Yes,Immediately
23,Female,UK,Tier 2,1973.21,Professional,Yes,4,"Sports, Slippers",Yes,Material,2,4,2,2,4,"Canvas, Vegan",Yes,82.42,No,9.8,4,Yes,5,3,1,3,3,Yes,Generic design,Yes,Yes,Immediately
21,Female,India,Tier 1,2380.23,Professional,Yes,4,"Sneakers, Casual, Ethnic",Yes,Color only,5,5,4,4,3,"Recyclable materials, Canvas",Yes,110.54,No,5.7,5,No,5,4,3,3,3,Yes,None of the above,No,Yes,Within a month
33,Male,UK,Tier 1,743.81,Professional,Yes,5,"Boots, Slippers",Yes,Full Design,3,3,3,1,1,"Vegan, Recyclable materials, Leather",Yes,71.37,No,9.6,1,No,1,3,3,5,3,No,Long delivery time,Yes,Yes,Within a month
28,Female,India,Tier 1,2704.0,Student,Yes,4,Sneakers,No,Full Design,5,1,1,3,3,"Recyclable materials, Canvas",Yes,66.06,No,9.5,5,Yes,3,5,1,4,5,Yes,None of the above,Yes,Yes,Within a month
35,Male,UAE,Tier 2,722.03,Professional,Yes,6,"Formal, Casual, Sports",Yes,Full Design,4,3,4,4,1,"Canvas, Vegan, Recyclable materials",Yes,181.89,No,9.1,2,No,1,4,3,5,3,No,Poor product information,Yes,Yes,Immediately
33,Female,Other,Tier 1,1086.77,Professional,No,4,"Sneakers, Sports, Boots",No,Full Design,3,1,3,1,1,Canvas,Yes,126.84,No,8.8,4,No,5,4,1,5,1,Yes,Generic design,Yes,Yes,Within a month
29,Male,India,Tier 3,2147.53,Professional,Yes,1,"Ethnic, Slippers, Formal",Yes,Material,1,5,1,2,2,"Vegan, Leather",Yes,125.35,Yes,5.2,2,No,3,3,4,4,2,Yes,Long delivery time,Yes,Yes,Immediately
23,Male,USA,Tier 2,1970.97,Professional,Yes,1,"Sneakers, Sports",Yes,Full Design,2,4,1,2,4,"Leather, Vegan",No,52.15,No,8.3,5,No,2,4,3,1,4,No,None of the above,Yes,Yes,Within 3 months
17,Male,Other,Tier 2,6757.34,Entrepreneur,Yes,3,"Casual, Boots, Slippers",Yes,Sole type,2,3,5,1,5,Canvas,Yes,134.35,No,11.7,5,No,1,2,1,4,3,Yes,None of the above,Yes,No,Within a month
26,Male,USA,Tier 1,582.65,Student,No,6,"Slippers, Sports, Casual",Yes,Full Design,5,3,3,3,4,"Recyclable materials, Vegan",No,166.3,Yes,9.0,3,No,4,5,5,5,3,Yes,Long delivery time,Yes,Yes,Within a month
36,Female,UAE,Tier 1,1828.48,Professional,Yes,4,"Casual, Ethnic, Sneakers",No,Full Design,2,1,3,1,1,"Vegan, Recyclable materials",Yes,165.98,No,8.5,2,No,4,5,4,2,5,No,Generic design,No,Yes,Within a month
31,Male,USA,Tier 1,1611.19,Entrepreneur,Yes,1,"Sneakers, Ethnic",Yes,Material,1,3,3,2,3,"Vegan, Recyclable materials, Leather",Yes,146.73,Yes,9.0,3,No,5,3,4,3,3,Maybe,Size mismatch,Yes,Yes,Immediately
20,Male,India,Tier 1,3899.39,Professional,No,5,"Boots, Formal",Yes,Full Design,3,1,2,5,3,Recyclable materials,No,74.82,No,9.5,2,Yes,4,2,4,2,3,Yes,Poor product information,Yes,Yes,Within a month
31,Male,India,Tier 1,455.05,Professional,No,1,Sneakers,Yes,Material,3,5,1,2,1,Canvas,Yes,132.52,No,10.0,3,Yes,2,2,2,5,5,Yes,Size mismatch,Yes,Yes,Within a month
33,Male,India,Tier 2,2290.27,Professional,Yes,3,"Sneakers, Ethnic, Formal",Yes,Material,4,3,4,3,4,"Leather, Knit",Yes,146.7,No,8.7,3,Yes,3,4,2,5,4,Yes,Size mismatch,Yes,Yes,Within a month
22,Male,UK,Tier 3,1459.93,Professional,Yes,5,"Boots, Casual, Sneakers",No,Color only,5,3,3,4,2,Recyclable materials,Yes,48.22,No,9.6,2,Yes,2,4,1,2,4,Maybe,Size mismatch,No,No,Within a month
31,Male,India,Tier 3,681.68,Entrepreneur,Yes,3,"Slippers, Sports, Casual",Yes,Full Design,4,3,3,2,1,"Canvas, Vegan",No,75.15,No,11.5,5,No,2,2,1,4,3,Maybe,Size mismatch,Yes,Yes,Immediately
30,Female,USA,Tier 2,1164.92,Entrepreneur,No,4,"Formal, Sneakers",No,Material,2,1,3,5,5,"Vegan, Leather, Knit",Yes,155.53,No,10.5,1,No,5,2,2,2,2,Maybe,Size mismatch,No,No,Immediately
20,Female,USA,Tier 1,809.2,Professional,Yes,5,"Boots, Ethnic, Casual",Yes,Sole type,4,2,2,5,1,Knit,Yes,155.04,Yes,12.5,5,No,5,3,1,3,5,Yes,None of the above,No,Yes,Within a month
32,Female,USA,Tier 3,1498.8,Professional,Yes,5,"Sneakers, Slippers",Yes,Material,2,1,1,1,1,"Knit, Leather, Recyclable materials",Yes,58.06,Yes,8.0,1,No,4,1,1,4,2,Yes,Poor product information,Yes,No,Immediately
34,Female,UAE,Tier 3,3497.35,Student,Yes,2,"Formal, Boots, Sneakers",No,Full Design,4,4,5,4,2,"Recyclable materials, Canvas",No,151.8,No,11.5,2,No,5,4,3,3,4,Yes,Size mismatch,Yes,No,Immediately
38,Male,Other,Tier 1,1463.53,Professional,Yes,4,"Formal, Ethnic, Sports",Yes,Material,4,2,2,1,5,"Leather, Canvas",Yes,123.81,No,7.8,4,No,5,1,1,2,5,Yes,Generic design,No,Yes,Never
38,Female,USA,Tier 2,1698.38,Professional,No,4,"Boots, Ethnic",Yes,Full Design,1,1,4,4,2,"Leather, Vegan",Yes,151.24,Yes,9.5,5,No,3,3,2,3,2,Maybe,Long delivery time,Yes,Yes,Immediately
18,Female,UAE,Tier 1,1297.05,Professional,Yes,7,"Boots, Casual, Sports",Yes,Full Design,4,4,3,2,2,"Knit, Leather",Yes,94.62,No,10.1,3,Yes,2,4,1,5,5,Yes,Poor product information,Yes,Yes,Within a month
22,Female,UK,Tier 3,278.78,Professional,Yes,2,Ethnic,Yes,Material,3,2,5,5,3,"Leather, Canvas",Yes,145.81,No,8.2,5,No,1,5,3,3,5,No,Size mismatch,Yes,Yes,Within 3 months
34,Male,USA,Tier 3,597.63,Professional,Yes,1,"Formal, Slippers",No,Material,4,5,3,5,1,Recyclable materials,Yes,153.75,No,9.1,2,No,4,5,2,2,1,Maybe,Size mismatch,Yes,No,Immediately
34,Male,Other,Tier 1,1215.92,Student,Yes,5,Sports,Yes,Full Design,3,2,5,2,3,"Knit, Vegan, Leather",No,105.95,No,10.4,4,Yes,3,4,5,2,3,Yes,Poor product information,Yes,No,Never
34,Male,India,Tier 3,757.11,Professional,Yes,3,Formal,No,Full Design,5,2,4,4,1,"Canvas, Recyclable materials, Leather",Yes,120.71,No,7.9,4,No,3,4,4,4,4,No,Size mismatch,No,Yes,Immediately
60,Male,India,Tier 2,500.91,Professional,No,3,"Boots, Sports",Yes,Full Design,3,2,1,3,4,Recyclable materials,Yes,94.06,No,11.5,5,Yes,2,4,3,3,5,Yes,Generic design,Yes,Yes,Immediately
34,Female,UAE,Tier 3,1252.17,Entrepreneur,No,7,"Sneakers, Ethnic",Yes,Material,2,5,4,5,5,"Recyclable materials, Knit",No,186.07,No,6.9,5,Yes,3,3,2,3,1,Yes,Long delivery time,No,No,Immediately
39,Female,USA,Tier 1,784.7,Student,No,4,"Formal, Ethnic, Sneakers",Yes,Full Design,2,2,5,1,5,"Recyclable materials, Canvas, Vegan",Yes,115.19,No,11.9,5,Yes,3,5,5,4,2,Yes,Generic design,Yes,Yes,Within a month
37,Female,UAE,Tier 3,647.83,Professional,No,5,"Sneakers, Formal",Yes,Material,5,2,3,4,2,"Knit, Recyclable materials, Vegan",Yes,83.12,No,10.5,2,No,5,1,1,4,2,Yes,Poor product information,Yes,Yes,Never
35,Female,UAE,Tier 1,1135.39,Self-employed,No,5,Ethnic,No,Sole type,1,4,2,2,3,"Recyclable materials, Leather",Yes,91.37,Yes,8.9,1,No,2,3,1,1,1,Yes,Size mismatch,Yes,Yes,Within 3 months
27,Female,India,Tier 1,414.57,Student,Yes,2,"Sports, Slippers, Sneakers",Yes,Full Design,1,1,2,3,2,Vegan,Yes,125.07,Yes,8.4,1,No,1,5,2,3,5,No,Poor product information,No,No,Within a month
36,Female,UAE,Tier 1,4141.35,Professional,No,4,Formal,Yes,Color only,5,5,3,2,3,Knit,Yes,150.13,Yes,8.2,3,Yes,2,4,1,3,2,Maybe,Poor product information,Yes,No,Immediately
23,Prefer not to say,USA,Tier 3,3234.05,Student,No,7,"Boots, Sneakers, Sports",No,Full Design,2,2,5,4,1,"Canvas, Recyclable materials, Leather",Yes,66.57,No,8.8,2,No,4,1,4,4,5,Yes,Generic design,Yes,Yes,Within 3 months
28,Male,USA,Tier 3,2044.55,Professional,No,3,"Formal, Sports, Sneakers",No,Sole type,1,3,1,5,4,Knit,No,193.91,No,8.9,4,No,4,5,5,4,2,Maybe,None of the above,Yes,Yes,Within 3 months
26,Male,USA,Tier 3,368.43,Professional,Yes,6,Slippers,Yes,Full Design,2,2,5,1,2,Vegan,No,132.35,No,10.9,3,No,4,4,2,1,3,Maybe,Size mismatch,No,Yes,Immediately
30,Male,Other,Tier 3,2443.34,Professional,Yes,8,"Ethnic, Boots",No,Color only,1,5,2,3,4,"Canvas, Knit",No,138.66,No,12.0,4,Yes,1,4,1,3,1,Maybe,None of the above,Yes,Yes,Within 3 months
48,Female,India,Tier 1,2675.06,Professional,No,6,"Boots, Casual, Sneakers",Yes,Material,1,1,1,1,5,"Vegan, Recyclable materials, Canvas",Yes,116.11,No,9.3,4,Yes,3,1,5,4,3,Yes,None of the above,Yes,No,Within 3 months
15,Female,USA,Tier 1,2390.01,Self-employed,No,3,"Slippers, Ethnic, Boots",Yes,Full Design,5,5,5,2,5,Leather,Yes,120.77,No,7.7,5,Yes,4,5,1,4,1,Yes,Size mismatch,Yes,Yes,Within a month
35,Male,UK,Tier 1,381.5,Student,No,4,"Slippers, Boots",Yes,Color only,2,3,5,3,5,"Recyclable materials, Knit",Yes,114.07,No,8.2,4,No,1,4,3,3,4,Maybe,Size mismatch,Yes,Yes,Immediately
17,Other,UK,Tier 1,1748.85,Student,Yes,2,"Formal, Ethnic",Yes,Color only,3,4,3,2,1,"Knit, Vegan, Canvas",Yes,160.71,Yes,8.7,4,Yes,3,2,1,4,5,Maybe,Poor product information,Yes,Yes,Never
26,Male,UK,Tier 1,2896.59,Self-employed,Yes,3,"Sneakers, Casual",Yes,Full Design,3,1,4,4,2,"Recyclable materials, Leather",No,119.68,No,7.5,2,Yes,4,4,1,5,1,Yes,Generic design,Yes,Yes,Immediately
38,Other,India,Tier 1,1491.83,Professional,Yes,5,Slippers,Yes,Material,2,3,5,4,1,"Leather, Vegan, Knit",Yes,150.68,No,7.2,5,Yes,3,4,1,2,4,Maybe,Size mismatch,Yes,No,Within a month
30,Male,India,Tier 1,1759.41,Self-employed,No,4,"Casual, Boots, Sneakers",Yes,Full Design,5,4,3,4,2,"Knit, Leather, Recyclable materials",No,102.65,No,12.1,5,No,3,1,1,2,3,Yes,Size mismatch,Yes,Yes,Immediately
21,Male,India,Tier 1,1119.74,Professional,Yes,2,"Formal, Casual, Sneakers",No,Color only,1,1,2,5,2,"Canvas, Vegan",Yes,127.83,No,9.5,3,No,2,4,5,1,2,Maybe,None of the above,Yes,Yes,Never
